,TIPLOC,TOC_New
2551,WMOR,EM (26.47%); NT (38.24%); TP (35.29%)
2552,WNCBROJ,CS (2.03%); GR (3.9%); SR (92.89%); VT (0.85%); WR (0.16%); ZZ (0.16%)
2553,WNCFILD,SW (71.43%); ZZ (28.57%)
2554,WNCHSTR,LS (0.47%); SW (52.46%); XC (33.96%); ZZ (13.11%)
2555,WNCOJN,NT (76.53%); TP (10.66%); XC (12.77%); ZZ (0.04%)
2556,WNDMLBJ,GX (6.92%); SE (0.45%); SN (60.56%); TL (31.86%); WR (0.02%); ZZ (0.19%)
2557,WNDSWRD,LO (33.33%); SN (60.0%); ZZ (6.67%)
2558,WNMHILL,GN (31.25%); TL (68.75%)
2559,WNORWDJ,SE (0.59%); SN (98.38%); TL (0.93%); WR (0.09%)
2560,WNORWOD,SE (2.75%); SN (91.21%); TL (5.49%); WR (0.55%)
2561,WNSFD,AW (0.54%); CS (3.41%); LM (1.08%); LS (0.54%); NT (4.03%); VT (88.7%); WR (1.26%); ZZ (0.45%)
2562,WNSTDPK,LO (100.0%)
2563,WOBURNS,ZZ (100.0%)
2564,WODENDJ,EM (94.29%); ZZ (5.71%)
2565,WOFERTN,AW (99.8%); ZZ (0.2%)
2566,WOKING,SW (84.97%); WR (0.41%); ZZ (14.62%)
2567,WOKINGJ,SW (98.48%); WR (0.09%); ZZ (1.44%)
2568,WOKNGHM,GW (7.77%); SW (54.37%); WR (3.88%); XC (32.04%); ZZ (1.94%)
2569,WOLEYCS,NT (100.0%)
2570,WOLSTON,GW (36.36%); SW (63.64%)
2571,WOLWCDY,SE (33.87%); TL (66.13%)
2572,WOLWCHA,SE (91.25%); TL (6.88%); ZZ (1.88%)
2573,WOLWXR,XR (100.0%)
2574,WONT,SW (100.0%)
2575,WOOL,LS (0.59%); SW (99.41%)
2576,WORCS59,ZZ (100.0%)
2577,WORCSFS,GW (42.27%); LM (57.73%)
2578,WORCSSH,XC (100.0%)
2579,WORCTJN,LM (96.14%); LS (0.2%); XC (3.66%)
2580,WORCWLJ,GW (12.5%); ZZ (87.5%)
2581,WORKSOP,NT (100.0%)
2582,WORLE,GW (100.0%)
2583,WORLEJ,GW (77.35%); LS (0.34%); WR (0.17%); XC (22.03%); ZZ (0.13%)
2584,WORTHNG,SN (95.7%); TL (2.15%); ZZ (2.15%)
2585,WOTONWN,LM (100.0%)
2586,WRAWBYJ,EM (36.62%); TP (60.48%); ZZ (2.9%)
2587,WRBLNGT,SN (100.0%)
2588,WRCSTRP,SW (100.0%)
2589,WRENBRY,AW (98.87%); ZZ (1.13%)
2590,WRESSLE,HT (5.26%); NT (39.47%); TP (55.26%)
2591,WREXHMG,AW (92.71%); VT (7.29%)
2592,WRGT,EM (6.45%); TP (93.55%)
2593,WRGTNBQ,AW (12.17%); CS (33.04%); LS (5.22%); NT (20.43%); VT (19.57%); WR (6.09%); ZZ (3.48%)
2594,WRGTWOJ,AW (41.07%); CS (6.48%); NT (52.45%)
2595,WRMNSTR,SW (63.16%); ZZ (36.84%)
2596,WRNGTNJ,EM (100.0%)
2597,WROXHAM,LE (100.0%)
2598,WRPLSDN,SW (100.0%)
2599,WRTINGJ,LS (0.05%); SW (87.97%); XC (9.94%); ZZ (2.04%)
2600,WRUIGJN,CH (100.0%)
2601,WRUISLP,CH (99.97%); LS (0.03%)
2602,WSBRNRJ,LO (99.22%); SO (0.1%); ZZ (0.68%)
2603,WSHFORD,GW (80.12%); SW (17.13%); ZZ (2.76%)
2604,WSHWDH1,WR (25.0%); ZZ (75.0%)
2605,WSHWHEJ,ZZ (100.0%)
2606,WSLE,SE (100.0%)
2607,WSMARE,XC (100.0%)
2608,WSTBRYW,GW (90.0%); XC (10.0%)
2609,WSTLGHJ,GW (70.35%); WR (0.07%); XC (29.02%); ZZ (0.56%)
2610,WSTRFLD,LE (100.0%)
2611,WTFDSJN,CH (100.0%)
2612,WTHRCKJ,CC (99.18%); WR (0.19%); ZZ (0.63%)
2613,WTNBSTJ,GW (99.43%); WR (0.21%); ZZ (0.36%)
2614,WTRNGBY,SE (93.75%); ZZ (6.25%)
2615,WTRORTN,VT (2.9%); WR (0.07%); XC (96.61%); ZZ (0.42%)
2616,WTRORWJ,VT (40.0%); ZZ (60.0%)
2617,WTSLNJN,LM (100.0%)
2618,WVCTJN,CH (6.17%); GW (61.45%); LS (0.1%); XC (32.28%)
2619,WVLSFLD,GX (15.79%); SN (35.34%); TL (48.87%)
2620,WVRMPTN,AW (7.69%); LM (57.69%); VT (11.54%); XC (23.08%)
2621,WVRMSRJ,AW (29.29%); LM (46.54%); LS (0.61%); VT (20.56%); ZZ (3.0%)
2622,WVRMTNJ,AW (13.15%); LM (46.4%); VT (22.59%); WR (0.04%); XC (15.21%); ZZ (2.61%)
2623,WVRTREJ,AW (16.21%); EM (10.52%); LM (14.81%); NT (39.94%); TP (3.42%); VT (15.1%)
2624,WWRTHNG,SN (98.71%); TL (0.65%); ZZ (0.65%)
2625,WYEE,SE (96.62%); ZZ (3.38%)
2626,WYGN,LM (78.95%); XC (21.05%)
2627,WYLAM,GR (8.96%); LS (0.32%); NT (89.92%); WR (0.8%)
2628,WYLYAHB,GW (80.12%); SW (17.13%); ZZ (2.76%)
2629,WYMN877,EM (44.37%); LE (55.63%)
2630,WYMN878,EM (44.07%); LE (55.93%)
2631,WYMNDHM,EM (98.33%); LE (1.67%)
2632,WYTH,LM (100.0%)
2633,YAAM,GC (73.12%); GR (8.75%); TP (18.12%)
2634,YALDING,SE (100.0%)
2635,YATE,GW (13.36%); WR (0.21%); XC (85.8%); ZZ (0.63%)
2636,YATTON,GW (100.0%)
2637,YFIELDJ,LM (42.28%); VT (3.26%); WR (0.3%); XC (54.15%)
2638,YOKER,SR (100.0%)
2639,YORK,CS (8.87%); GR (9.85%); LD (74.88%); NT (5.42%); ZZ (0.99%)
2640,YORKSCA,TP (100.0%)
2641,YORKSTB,TP (100.0%)
2642,YORKYSJ,LD (100.0%)
2643,YORTON,AW (100.0%)
2644,YOVILJN,GW (100.0%)
2645,YOVILPM,GW (71.43%); SW (28.57%)
2646,YRDLYWD,LM (100.0%)
2647,YSTRADM,AW (100.0%)
2648,YWAYNJN,CS (63.16%); ZZ (36.84%)
2649,YWAYSJN,ES (30.17%); SE (69.83%)
